node1_path,node1_summary,node2_path,node2_summary,similarity
\doccano-master\backend\api\migrations\0003_merge_20200612_0205.py,Class Migration: Represents a migration process with dependencies on specific database changes and operations to be performed.,\doccano-master\backend\api\migrations\0004_merge_20210114_1117.py,Class Migration: Represents a migration operation with defined dependencies and operations.,0.8981
\doccano-master\backend\api\migrations\0003_merge_20200612_0205.py,Class Migration: Represents a migration process with dependencies on specific database changes and operations to be performed.,\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,0.8617
\doccano-master\backend\api\migrations\0003_merge_20200612_0205.py,Class Migration: Represents a migration process with dependencies on specific database changes and operations to be performed.,\doccano-master\backend\api\migrations\0008_auto_20210302_1013.py,Class Migration: Represents a migration operation to alter a specific field in a model with specified dependencies.,0.8645
\doccano-master\backend\api\migrations\0003_merge_20200612_0205.py,Class Migration: Represents a migration process with dependencies on specific database changes and operations to be performed.,\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,0.9580
\doccano-master\backend\api\migrations\0003_merge_20200612_0205.py,Class Migration: Represents a migration process with dependencies on specific database changes and operations to be performed.,\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class `Migration`: A class that handles database schema changes such as creating models, modifying unique constraints, and establishing foreign key relationships.",0.8673
\doccano-master\backend\api\migrations\0003_merge_20200612_0205.py,Class Migration: Represents a migration process with dependencies on specific database changes and operations to be performed.,\doccano-master\backend\examples\migrations\0002_alter_example_project.py,Class Migration: A class responsible for managing database schema changes associated with separating database and state operations.,0.9098
\doccano-master\backend\api\migrations\0003_merge_20200612_0205.py,Class Migration: Represents a migration process with dependencies on specific database changes and operations to be performed.,\doccano-master\backend\labels\migrations\0002_rename_annotationrelations_relation.py,"Class Migration: A class designed to manage database schema changes, including model renaming, by handling dependencies and operations.",0.8925
\doccano-master\backend\api\migrations\0003_merge_20200612_0205.py,Class Migration: Represents a migration process with dependencies on specific database changes and operations to be performed.,\doccano-master\backend\label_types\migrations\0007_delete_relationtypeold.py,Class Migration: A class that defines dependencies and operations for database schema changes during migrations.,0.8591
\doccano-master\backend\api\migrations\0003_merge_20200612_0205.py,Class Migration: Represents a migration process with dependencies on specific database changes and operations to be performed.,\doccano-master\backend\projects\migrations\0001_initial.py,Class Migration: A class responsible for managing database schema changes associated with project member roles and their mappings.,0.8510
\doccano-master\backend\api\migrations\0003_merge_20200612_0205.py,Class Migration: Represents a migration process with dependencies on specific database changes and operations to be performed.,\doccano-master\backend\projects\migrations\0002_auto_20220204_0201.py,Class Migration: A class responsible for managing database schema changes and data migrations across different project types within the application.,0.9112
\doccano-master\backend\api\migrations\0003_merge_20200612_0205.py,Class Migration: Represents a migration process with dependencies on specific database changes and operations to be performed.,\doccano-master\backend\roles\migrations\0002_rename_rolemapping_member.py,"Class Migration: A class responsible for managing database schema changes, including renaming a model from RoleMapping to Member.",0.8657
\doccano-master\backend\api\migrations\0003_merge_20200612_0205.py,Class Migration: Represents a migration process with dependencies on specific database changes and operations to be performed.,\doccano-master\backend\roles\migrations\0003_delete_member.py,Class Migration: A class designed to handle database and state operations separately for the Member model during migrations.,0.8637
\doccano-master\backend\api\migrations\0004_merge_20210114_1117.py,Class Migration: Represents a migration operation with defined dependencies and operations.,\doccano-master\backend\api\migrations\0008_auto_20210302_1013.py,Class Migration: Represents a migration operation to alter a specific field in a model with specified dependencies.,0.8586
\doccano-master\backend\api\migrations\0004_merge_20210114_1117.py,Class Migration: Represents a migration operation with defined dependencies and operations.,\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,0.9076
\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,0.8720
\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,\doccano-master\backend\api\migrations\0011_merge_0009_tag_0010_auto_20210413_0249.py,Class Migration: A class that handles database schema changes and dependencies in migrations.,0.9829
\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,\doccano-master\backend\api\migrations\0013_merge_20210528_1016.py,Class Migration: A class that manages database schema changes by defining dependencies and operations.,0.9762
\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class `Migration`: A class that handles database schema changes such as creating models, modifying unique constraints, and establishing foreign key relationships.",0.8751
\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,\doccano-master\backend\api\migrations\0024_auto_20211221_1444.py,Class Migration: A class designed to handle database migrations by removing fields and altering field types in the Category and Span models.,0.8528
\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,\doccano-master\backend\api\migrations\0032_auto_20220127_0654.py,Class Migration: A model that defines migration operations to separate database and state operations for specific model fields.,0.8508
\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,\doccano-master\backend\api\migrations\0033_auto_20220127_0654.py,Class Migration: A class designed to manage database schema changes by separating database and state operations for specific models.,0.9232
\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,\doccano-master\backend\examples\migrations\0002_alter_example_project.py,Class Migration: A class responsible for managing database schema changes associated with separating database and state operations.,0.8903
\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,\doccano-master\backend\labels\migrations\0002_rename_annotationrelations_relation.py,"Class Migration: A class designed to manage database schema changes, including model renaming, by handling dependencies and operations.",0.9165
\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,\doccano-master\backend\labels\migrations\0006_rename_relation_relationold.py,Class Migration: A class designed to manage database schema changes and data migrations.,0.9596
\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,\doccano-master\backend\labels\migrations\0008_auto_20220222_0630.py,"Class Migration: A class that manages database schema changes for labels, including functions to copy and delete relations between old and new models.",0.8630
\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,\doccano-master\backend\labels\migrations\0010_rename_relationnew_relation.py,Class Migration: A class that manages database schema changes by handling dependencies and operations.,0.9743
\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,\doccano-master\backend\label_types\migrations\0007_delete_relationtypeold.py,Class Migration: A class that defines dependencies and operations for database schema changes during migrations.,0.9980
\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,\doccano-master\backend\projects\migrations\0002_auto_20220204_0201.py,Class Migration: A class responsible for managing database schema changes and data migrations across different project types within the application.,0.8570
\doccano-master\backend\api\migrations\0006_merge_20210221_1258.py,Class Migration: A class that defines dependencies and operations for database schema changes during migration.,\doccano-master\backend\roles\migrations\0003_delete_member.py,Class Migration: A class designed to handle database and state operations separately for the Member model during migrations.,0.8519
\doccano-master\backend\api\migrations\0008_auto_20210302_1013.py,Class Migration: Represents a migration operation to alter a specific field in a model with specified dependencies.,\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,0.9049
\doccano-master\backend\api\migrations\0008_auto_20210302_1013.py,Class Migration: Represents a migration operation to alter a specific field in a model with specified dependencies.,\doccano-master\backend\projects\migrations\0005_boundingboxproject_alter_project_project_type.py,Class Migration: A migration class that creates a new model and alters a field in an existing model.,0.9184
\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,\doccano-master\backend\api\migrations\0011_merge_0009_tag_0010_auto_20210413_0249.py,Class Migration: A class that handles database schema changes and dependencies in migrations.,0.8507
\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,\doccano-master\backend\api\migrations\0013_merge_20210528_1016.py,Class Migration: A class that manages database schema changes by defining dependencies and operations.,0.8509
\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class `Migration`: A class that handles database schema changes such as creating models, modifying unique constraints, and establishing foreign key relationships.",0.9032
\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,\doccano-master\backend\api\migrations\0024_auto_20211221_1444.py,Class Migration: A class designed to handle database migrations by removing fields and altering field types in the Category and Span models.,0.8654
\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,\doccano-master\backend\examples\migrations\0001_initial.py,"Class Migration: A file defining the initial database schema for models Example, Comment, and ExampleState including fields and relationships.",0.8534
\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,\doccano-master\backend\examples\migrations\0002_alter_example_project.py,Class Migration: A class responsible for managing database schema changes associated with separating database and state operations.,0.9146
\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,\doccano-master\backend\labels\migrations\0002_rename_annotationrelations_relation.py,"Class Migration: A class designed to manage database schema changes, including model renaming, by handling dependencies and operations.",0.9097
\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,\doccano-master\backend\labels\migrations\0008_auto_20220222_0630.py,"Class Migration: A class that manages database schema changes for labels, including functions to copy and delete relations between old and new models.",0.8518
\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,\doccano-master\backend\labels\migrations\0010_rename_relationnew_relation.py,Class Migration: A class that manages database schema changes by handling dependencies and operations.,0.8547
\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,\doccano-master\backend\label_types\migrations\0007_delete_relationtypeold.py,Class Migration: A class that defines dependencies and operations for database schema changes during migrations.,0.8688
\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,\doccano-master\backend\projects\migrations\0001_initial.py,Class Migration: A class responsible for managing database schema changes associated with project member roles and their mappings.,0.8518
\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,\doccano-master\backend\projects\migrations\0002_auto_20220204_0201.py,Class Migration: A class responsible for managing database schema changes and data migrations across different project types within the application.,0.9115
\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,\doccano-master\backend\projects\migrations\0005_boundingboxproject_alter_project_project_type.py,Class Migration: A migration class that creates a new model and alters a field in an existing model.,0.8540
\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,\doccano-master\backend\roles\migrations\0002_rename_rolemapping_member.py,"Class Migration: A class responsible for managing database schema changes, including renaming a model from RoleMapping to Member.",0.8832
\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: Represents a migration with dependencies and operations for altering fields in the database schema.,\doccano-master\backend\roles\migrations\0003_delete_member.py,Class Migration: A class designed to handle database and state operations separately for the Member model during migrations.,0.8666
\doccano-master\backend\api\migrations\0011_merge_0009_tag_0010_auto_20210413_0249.py,Class Migration: A class that handles database schema changes and dependencies in migrations.,\doccano-master\backend\api\migrations\0013_merge_20210528_1016.py,Class Migration: A class that manages database schema changes by defining dependencies and operations.,0.9710
\doccano-master\backend\api\migrations\0011_merge_0009_tag_0010_auto_20210413_0249.py,Class Migration: A class that handles database schema changes and dependencies in migrations.,\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class `Migration`: A class that handles database schema changes such as creating models, modifying unique constraints, and establishing foreign key relationships.",0.8716
\doccano-master\backend\api\migrations\0011_merge_0009_tag_0010_auto_20210413_0249.py,Class Migration: A class that handles database schema changes and dependencies in migrations.,\doccano-master\backend\api\migrations\0033_auto_20220127_0654.py,Class Migration: A class designed to manage database schema changes by separating database and state operations for specific models.,0.9192
\doccano-master\backend\api\migrations\0011_merge_0009_tag_0010_auto_20210413_0249.py,Class Migration: A class that handles database schema changes and dependencies in migrations.,\doccano-master\backend\examples\migrations\0002_alter_example_project.py,Class Migration: A class responsible for managing database schema changes associated with separating database and state operations.,0.8676
\doccano-master\backend\api\migrations\0011_merge_0009_tag_0010_auto_20210413_0249.py,Class Migration: A class that handles database schema changes and dependencies in migrations.,\doccano-master\backend\labels\migrations\0002_rename_annotationrelations_relation.py,"Class Migration: A class designed to manage database schema changes, including model renaming, by handling dependencies and operations.",0.9113
\doccano-master\backend\api\migrations\0011_merge_0009_tag_0010_auto_20210413_0249.py,Class Migration: A class that handles database schema changes and dependencies in migrations.,\doccano-master\backend\labels\migrations\0006_rename_relation_relationold.py,Class Migration: A class designed to manage database schema changes and data migrations.,0.9676
\doccano-master\backend\api\migrations\0011_merge_0009_tag_0010_auto_20210413_0249.py,Class Migration: A class that handles database schema changes and dependencies in migrations.,\doccano-master\backend\labels\migrations\0008_auto_20220222_0630.py,"Class Migration: A class that manages database schema changes for labels, including functions to copy and delete relations between old and new models.",0.8508
\doccano-master\backend\api\migrations\0011_merge_0009_tag_0010_auto_20210413_0249.py,Class Migration: A class that handles database schema changes and dependencies in migrations.,\doccano-master\backend\labels\migrations\0010_rename_relationnew_relation.py,Class Migration: A class that manages database schema changes by handling dependencies and operations.,0.9730
\doccano-master\backend\api\migrations\0011_merge_0009_tag_0010_auto_20210413_0249.py,Class Migration: A class that handles database schema changes and dependencies in migrations.,\doccano-master\backend\label_types\migrations\0007_delete_relationtypeold.py,Class Migration: A class that defines dependencies and operations for database schema changes during migrations.,0.9856
\doccano-master\backend\api\migrations\0012_auto_20210514_0654.py,Class Migration: A Django migration file responsible for creating and modifying models and their relationships in the database schema.,\doccano-master\backend\label_types\migrations\0002_rename_relationtypes_relationtype.py,"Class Migration: A class responsible for handling the migration process of renaming a model from ""RelationTypes"" to ""RelationType"" in a Django project.",0.8928
\doccano-master\backend\api\migrations\0013_merge_20210528_1016.py,Class Migration: A class that manages database schema changes by defining dependencies and operations.,\doccano-master\backend\api\migrations\0014_auto_20210603_0438.py,Class Migration: A class that handles database schema alterations for annotation relations and relation types.,0.8719
\doccano-master\backend\api\migrations\0013_merge_20210528_1016.py,Class Migration: A class that manages database schema changes by defining dependencies and operations.,\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class `Migration`: A class that handles database schema changes such as creating models, modifying unique constraints, and establishing foreign key relationships.",0.8712
\doccano-master\backend\api\migrations\0013_merge_20210528_1016.py,Class Migration: A class that manages database schema changes by defining dependencies and operations.,\doccano-master\backend\api\migrations\0033_auto_20220127_0654.py,Class Migration: A class designed to manage database schema changes by separating database and state operations for specific models.,0.9460
\doccano-master\backend\api\migrations\0013_merge_20210528_1016.py,Class Migration: A class that manages database schema changes by defining dependencies and operations.,\doccano-master\backend\examples\migrations\0002_alter_example_project.py,Class Migration: A class responsible for managing database schema changes associated with separating database and state operations.,0.8991
\doccano-master\backend\api\migrations\0013_merge_20210528_1016.py,Class Migration: A class that manages database schema changes by defining dependencies and operations.,\doccano-master\backend\labels\migrations\0002_rename_annotationrelations_relation.py,"Class Migration: A class designed to manage database schema changes, including model renaming, by handling dependencies and operations.",0.9290
\doccano-master\backend\api\migrations\0013_merge_20210528_1016.py,Class Migration: A class that manages database schema changes by defining dependencies and operations.,\doccano-master\backend\labels\migrations\0003_auto_20220127_0654.py,Class Migration: A class designed to handle database operations and state operations separately for altering fields in various models.,0.8564
\doccano-master\backend\api\migrations\0013_merge_20210528_1016.py,Class Migration: A class that manages database schema changes by defining dependencies and operations.,\doccano-master\backend\labels\migrations\0005_alter_relation_project.py,Class Migration: A class designed to handle database and state operations for altering a field in the relation model.,0.8621
\doccano-master\backend\api\migrations\0013_merge_20210528_1016.py,Class Migration: A class that manages database schema changes by defining dependencies and operations.,\doccano-master\backend\labels\migrations\0006_rename_relation_relationold.py,Class Migration: A class designed to manage database schema changes and data migrations.,0.9696
\doccano-master\backend\api\migrations\0013_merge_20210528_1016.py,Class Migration: A class that manages database schema changes by defining dependencies and operations.,\doccano-master\backend\labels\migrations\0008_auto_20220222_0630.py,"Class Migration: A class that manages database schema changes for labels, including functions to copy and delete relations between old and new models.",0.8701
\doccano-master\backend\api\migrations\0013_merge_20210528_1016.py,Class Migration: A class that manages database schema changes by defining dependencies and operations.,\doccano-master\backend\labels\migrations\0010_rename_relationnew_relation.py,Class Migration: A class that manages database schema changes by handling dependencies and operations.,0.9970
\doccano-master\backend\api\migrations\0013_merge_20210528_1016.py,Class Migration: A class that manages database schema changes by defining dependencies and operations.,\doccano-master\backend\label_types\migrations\0007_delete_relationtypeold.py,Class Migration: A class that defines dependencies and operations for database schema changes during migrations.,0.9749
\doccano-master\backend\api\migrations\0013_merge_20210528_1016.py,Class Migration: A class that manages database schema changes by defining dependencies and operations.,\doccano-master\backend\projects\migrations\0002_auto_20220204_0201.py,Class Migration: A class responsible for managing database schema changes and data migrations across different project types within the application.,0.8500
\doccano-master\backend\api\migrations\0014_auto_20210603_0438.py,Class Migration: A class that handles database schema alterations for annotation relations and relation types.,\doccano-master\backend\labels\migrations\0001_initial.py,Class Migration: A class defining database schema changes for creating models related to annotations and relationships.,0.9328
\doccano-master\backend\api\migrations\0014_auto_20210603_0438.py,Class Migration: A class that handles database schema alterations for annotation relations and relation types.,\doccano-master\backend\labels\migrations\0006_rename_relation_relationold.py,Class Migration: A class designed to manage database schema changes and data migrations.,0.8720
\doccano-master\backend\api\migrations\0014_auto_20210603_0438.py,Class Migration: A class that handles database schema alterations for annotation relations and relation types.,\doccano-master\backend\labels\migrations\0008_auto_20220222_0630.py,"Class Migration: A class that manages database schema changes for labels, including functions to copy and delete relations between old and new models.",0.8534
\doccano-master\backend\api\migrations\0014_auto_20210603_0438.py,Class Migration: A class that handles database schema alterations for annotation relations and relation types.,\doccano-master\backend\labels\migrations\0010_rename_relationnew_relation.py,Class Migration: A class that manages database schema changes by handling dependencies and operations.,0.8705
\doccano-master\backend\api\migrations\0016_auto_20211018_0556.py,Class Migration: A class responsible for altering model options and fields for multiple models within the API app.,\doccano-master\backend\api\migrations\0028_auto_20220111_0655.py,Class Migration: A class designed to handle database migration operations for altering and deleting models within the API app.,0.8846
\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class `Migration`: A class that handles database schema changes such as creating models, modifying unique constraints, and establishing foreign key relationships.",\doccano-master\backend\api\migrations\0024_auto_20211221_1444.py,Class Migration: A class designed to handle database migrations by removing fields and altering field types in the Category and Span models.,0.8506
\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class `Migration`: A class that handles database schema changes such as creating models, modifying unique constraints, and establishing foreign key relationships.",\doccano-master\backend\api\migrations\0033_auto_20220127_0654.py,Class Migration: A class designed to manage database schema changes by separating database and state operations for specific models.,0.8645
\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class `Migration`: A class that handles database schema changes such as creating models, modifying unique constraints, and establishing foreign key relationships.",\doccano-master\backend\examples\migrations\0002_alter_example_project.py,Class Migration: A class responsible for managing database schema changes associated with separating database and state operations.,0.8911
\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class `Migration`: A class that handles database schema changes such as creating models, modifying unique constraints, and establishing foreign key relationships.",\doccano-master\backend\labels\migrations\0002_rename_annotationrelations_relation.py,"Class Migration: A class designed to manage database schema changes, including model renaming, by handling dependencies and operations.",0.9343
\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class `Migration`: A class that handles database schema changes such as creating models, modifying unique constraints, and establishing foreign key relationships.",\doccano-master\backend\labels\migrations\0006_rename_relation_relationold.py,Class Migration: A class designed to manage database schema changes and data migrations.,0.8601
\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class `Migration`: A class that handles database schema changes such as creating models, modifying unique constraints, and establishing foreign key relationships.",\doccano-master\backend\labels\migrations\0008_auto_20220222_0630.py,"Class Migration: A class that manages database schema changes for labels, including functions to copy and delete relations between old and new models.",0.8757
\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class `Migration`: A class that handles database schema changes such as creating models, modifying unique constraints, and establishing foreign key relationships.",\doccano-master\backend\labels\migrations\0010_rename_relationnew_relation.py,Class Migration: A class that manages database schema changes by handling dependencies and operations.,0.8731
\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class `Migration`: A class that handles database schema changes such as creating models, modifying unique constraints, and establishing foreign key relationships.",\doccano-master\backend\label_types\migrations\0007_delete_relationtypeold.py,Class Migration: A class that defines dependencies and operations for database schema changes during migrations.,0.8726
\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class `Migration`: A class that handles database schema changes such as creating models, modifying unique constraints, and establishing foreign key relationships.",\doccano-master\backend\projects\migrations\0002_auto_20220204_0201.py,Class Migration: A class responsible for managing database schema changes and data migrations across different project types within the application.,0.8755
\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class `Migration`: A class that handles database schema changes such as creating models, modifying unique constraints, and establishing foreign key relationships.",\doccano-master\backend\roles\migrations\0002_rename_rolemapping_member.py,"Class Migration: A class responsible for managing database schema changes, including renaming a model from RoleMapping to Member.",0.8629
\doccano-master\backend\api\migrations\0023_auto_20211221_1430.py,Class Migration: Manages database migrations for the `api` app by providing functions to copy and delete annotations.,\doccano-master\backend\api\migrations\0028_auto_20220111_0655.py,Class Migration: A class designed to handle database migration operations for altering and deleting models within the API app.,0.8918
\doccano-master\backend\api\migrations\0023_auto_20211221_1430.py,Class Migration: Manages database migrations for the `api` app by providing functions to copy and delete annotations.,\doccano-master\backend\api\migrations\0034_auto_20220128_0246.py,"Class Migration: Handles database schema changes for the API app by modifying fields, unique constraints, and model deletions.",0.8906
\doccano-master\backend\api\migrations\0024_auto_20211221_1444.py,Class Migration: A class designed to handle database migrations by removing fields and altering field types in the Category and Span models.,\doccano-master\backend\api\migrations\0036_auto_20220204_0201.py,Class Migration: A class designed to remove specified fields from multiple models within the database during migrations.,0.8652
\doccano-master\backend\api\migrations\0024_auto_20211221_1444.py,Class Migration: A class designed to handle database migrations by removing fields and altering field types in the Category and Span models.,\doccano-master\backend\labels\migrations\0002_rename_annotationrelations_relation.py,"Class Migration: A class designed to manage database schema changes, including model renaming, by handling dependencies and operations.",0.8648
\doccano-master\backend\api\migrations\0024_auto_20211221_1444.py,Class Migration: A class designed to handle database migrations by removing fields and altering field types in the Category and Span models.,\doccano-master\backend\labels\migrations\0006_rename_relation_relationold.py,Class Migration: A class designed to manage database schema changes and data migrations.,0.8564
\doccano-master\backend\api\migrations\0024_auto_20211221_1444.py,Class Migration: A class designed to handle database migrations by removing fields and altering field types in the Category and Span models.,\doccano-master\backend\labels\migrations\0008_auto_20220222_0630.py,"Class Migration: A class that manages database schema changes for labels, including functions to copy and delete relations between old and new models.",0.8824
\doccano-master\backend\api\migrations\0024_auto_20211221_1444.py,Class Migration: A class designed to handle database migrations by removing fields and altering field types in the Category and Span models.,\doccano-master\backend\label_types\migrations\0001_initial.py,"Class Migration: A migration class that sets up models for SpanType, RelationTypes, and CategoryType with specified fields and constraints.",0.8873
\doccano-master\backend\api\migrations\0024_auto_20211221_1444.py,Class Migration: A class designed to handle database migrations by removing fields and altering field types in the Category and Span models.,\doccano-master\backend\label_types\migrations\0003_auto_20220204_0201.py,"Class Migration: A class designed to handle database and state operations for altering field models associated with project categories, relations, and spans.",0.8787
\doccano-master\backend\api\migrations\0024_auto_20211221_1444.py,Class Migration: A class designed to handle database migrations by removing fields and altering field types in the Category and Span models.,\doccano-master\backend\label_types\migrations\0007_delete_relationtypeold.py,Class Migration: A class that defines dependencies and operations for database schema changes during migrations.,0.8504
